Sample_ID,Well,Plate,Country,RNA_conc(ng/µl),Aim conc (ng/µl),Final conc (ng/µl),RNA (µl),H2O (µl),End_vol (µl),,Final Conc.Total (ng),,,
CGR0142,C11,RPA0007,GER,221,20.0,17.7,4.0,46.0,50.0,50.0,884.0,,,
CAR0407,D11,RPA0007,USA,6.6,20.0,3.3,25.0,25.0,50.0,50.0,165.0,,,
CAR0927,E11,RPA0007,USA,217,20.0,21.7,5.0,45.0,50.0,50.0,1085.0,,,
CGR0364,F11,RPA0007,GER,231.3,20.0,18.5,4.0,46.0,50.0,50.0,925.2,,,
CAR0727,G11,RPA0007,USA,75.7,20.0,22.7,15.0,35.0,50.0,50.0,1135.5,,,
CAR0834,H11,RPA0007,USA,68.8,20.0,20.6,15.0,35.0,50.0,50.0,1032.0,,,
CFR0040,A12,RPA0007,FRA,50.4,20.0,20.2,20.0,30.0,50.0,50.0,1008.0,,,
CFR0432,B12,RPA0007,FRA,176,20.0,21.1,6.0,44.0,50.0,50.0,1056.0,,,
CAR0829,C12,RPA0007,USA,68.7,20.0,20.6,15.0,35.0,50.0,50.0,1030.5,,,
CFR0422,D12,RPA0007,FRA,100.7,20.0,20.1,10.0,40.0,50.0,50.0,1007.0,,,
CGR0021,E12,RPA0007,GER,52.1,20.0,20.8,20.0,30.0,50.0,50.0,1042.0,,,
CFR0289,F12,RPA0007,FRA,55.1,20.0,20.9,19.0,31.0,50.0,50.0,1046.9,,,
CAR0570,G12,RPA0007,USA,67.4,20.0,20.2,15.0,35.0,50.0,50.0,1011.0,,,
CFR0293,H12,RPA0007,FRA,326.4,20.0,19.6,3.0,47.0,50.0,50.0,979.2,,,
CFR0141,A01,RPA0008,FRA,240.5,20.0,19.2,4.0,46.0,50.0,50.0,962.0,,,
CFR0325,B01,RPA0008,FRA,209.4,20.0,20.9,5.0,45.0,50.0,50.0,1047.0,,,
CFR0452,C01,RPA0008,FRA,284.7,20.0,17.1,3.0,47.0,50.0,50.0,854.1,,,
blank,D01,RPA0008,BLANK,5,20.0,2.5,25.0,25.0,50.0,50.0,125.0,,,
CFR0243,E01,RPA0008,FRA,111.7,20.0,20.0,9.0,41.0,50.0,50.0,1000.0,,,
CAR0497,F01,RPA0008,USA,111.2,20.0,20.0,9.0,41.0,50.0,50.0,1000.0,,,
CAR0965,G01,RPA0008,USA,629.8,20.0,25.2,2.0,48.0,50.0,50.0,1259.6,,,
CFR0393,H01,RPA0008,FRA,34.1,20.0,17.1,25.0,25.0,50.0,50.0,852.5,,,
CFR0140,A02,RPA0008,FRA,129.8,20.0,20.8,8.0,42.0,50.0,50.0,1038.4,,,
CGR0244,B02,RPA0008,GER,225,20.0,18.0,4.0,46.0,50.0,50.0,900.0,,,
CGR0382,C02,RPA0008,GER,489.7,20.0,20.0,2.0,48.0,50.0,50.0,1000.0,,,
CFR0157,D02,RPA0008,FRA,135.6,20.0,21.7,8.0,42.0,50.0,50.0,1084.8,,,
CFR0265,E02,RPA0008,FRA,20,20.0,10.0,25.0,25.0,50.0,50.0,500.0,,,
CAR0962,F02,RPA0008,USA,659.9,20.0,26.4,2.0,48.0,50.0,50.0,1319.8,,,
CGR0363,G02,RPA0008,GER,104.5,20.0,20.9,10.0,40.0,50.0,50.0,1045.0,,,
CGR0073,H02,RPA0008,GER,56.5,20.0,20.3,18.0,32.0,50.0,50.0,1017.0,,,
CAR0939,A03,RPA0008,USA,510.8,20.0,20.0,2.0,48.0,50.0,50.0,1000.0,,,
CFR0032,B03,RPA0008,FRA,69.4,20.0,20.8,15.0,35.0,50.0,50.0,1041.0,,,
CGR0137,C03,RPA0008,GER,162.3,20.0,19.5,6.0,44.0,50.0,50.0,973.8,,,
CAR0840,D03,RPA0008,USA,62.7,20.0,20.1,16.0,34.0,50.0,50.0,1003.2,,,
CFR0176,E03,RPA0008,FRA,233.4,20.0,18.7,4.0,46.0,50.0,50.0,933.6,,,
CGR0361,F03,RPA0008,GER,234.4,20.0,18.8,4.0,46.0,50.0,50.0,937.6,,,
CGR0371,G03,RPA0008,GER,67.3,20.0,20.2,15.0,35.0,50.0,50.0,1009.5,,,
CGR0094,H03,RPA0008,GER,45.1,20.0,19.8,22.0,28.0,50.0,50.0,992.2,,,
CGR0143,A04,RPA0008,GER,172,20.0,20.6,6.0,44.0,50.0,50.0,1032.0,,,
CAR0781,B04,RPA0008,USA,158.1,20.0,19.0,6.0,44.0,50.0,50.0,948.6,,,
CAR0740,C04,RPA0008,USA,149.4,20.0,20.9,7.0,43.0,50.0,50.0,1045.8,,,
CAR0902,D04,RPA0008,USA,161.3,20.0,19.4,6.0,44.0,50.0,50.0,967.8,,,
CGR0294,E04,RPA0008,GER,124.5,20.0,20.0,8.0,42.0,50.0,50.0,1000.0,,,
CAR0775,F04,RPA0008,USA,163,20.0,19.6,6.0,44.0,50.0,50.0,978.0,,,
CAR0887,G04,RPA0008,USA,83.6,20.0,16.7,10.0,40.0,50.0,50.0,836.0,,,
CFR0117,H04,RPA0008,FRA,124.3,20.0,20.0,8.0,42.0,50.0,50.0,1000.0,,,
CGR0047,A05,RPA0008,GER,96.2,20.0,19.2,10.0,40.0,50.0,50.0,962.0,,,
CFR0017,B05,RPA0008,FRA,83.1,20.0,16.6,10.0,40.0,50.0,50.0,831.0,,,
CAR0695,C05,RPA0008,USA,215.3,20.0,21.5,5.0,45.0,50.0,50.0,1076.5,,,
CGR0435,D05,RPA0008,GER,119.3,20.0,21.5,9.0,41.0,50.0,50.0,1073.7,,,
CGR0092,E05,RPA0008,GER,120.8,20.0,21.7,9.0,41.0,50.0,50.0,1087.2,,,
CFR0259,F05,RPA0008,FRA,189.6,20.0,19.0,5.0,45.0,50.0,50.0,948.0,,,
CFR0270,G05,RPA0008,FRA,156.8,20.0,22.0,7.0,43.0,50.0,50.0,1097.6,,,
blank,H05,RPA0008,BLANK,5,20.0,2.5,25.0,25.0,50.0,50.0,125.0,,,
CFR0030,A06,RPA0008,FRA,20.4,20.0,10.2,25.0,25.0,50.0,50.0,510.0,,,
CFR0383,B06,RPA0008,FRA,402.4,20.0,16.1,2.0,48.0,50.0,50.0,804.8,,,
CAR0961,C06,RPA0008,USA,737.9,20.0,29.5,2.0,48.0,50.0,50.0,1475.8,,,
CGR0372,D06,RPA0008,GER,164.1,20.0,19.7,6.0,44.0,50.0,50.0,984.6,,,
CGR0461,E06,RPA0008,GER,94.1,20.0,18.8,10.0,40.0,50.0,50.0,941.0,,,
CFR0210,F06,RPA0008,FRA,118.9,20.0,21.4,9.0,41.0,50.0,50.0,1070.1,,,
CGR0418,G06,RPA0008,GER,495.4,20.0,20.0,2.0,48.0,50.0,50.0,1000.0,,,
CGR0136,H06,RPA0008,GER,72.1,20.0,21.6,15.0,35.0,50.0,50.0,1081.5,,,
CAR0397,A07,RPA0008,USA,23.8,20.0,11.9,25.0,25.0,50.0,50.0,595.0,,,
EB,B07,RPA0008,EB,4.4,20.0,2.2,25.0,25.0,50.0,50.0,110.0,,,
CGR0368,C07,RPA0008,GER,69.5,20.0,20.9,15.0,35.0,50.0,50.0,1042.5,,,
CGR0019,D07,RPA0008,GER,156.7,20.0,21.9,7.0,43.0,50.0,50.0,1096.9,,,
CGR0022,E07,RPA0008,GER,94.5,20.0,18.9,10.0,40.0,50.0,50.0,945.0,,,
CAR0469,F07,RPA0008,USA,83.8,20.0,16.8,10.0,40.0,50.0,50.0,838.0,,,
CGR0096,G07,RPA0008,GER,579,20.0,23.2,2.0,48.0,50.0,50.0,1158.0,,,
CAR0441,H07,RPA0008,USA,35.2,20.0,17.6,25.0,25.0,50.0,50.0,880.0,,,
CGR0080,A08,RPA0008,GER,263.8,20.0,21.1,4.0,46.0,50.0,50.0,1055.2,,,
CFR0229,B08,RPA0008,FRA,78.3,20.0,23.5,15.0,35.0,50.0,50.0,1174.5,,,
CGR0257,C08,RPA0008,GER,176.9,20.0,21.2,6.0,44.0,50.0,50.0,1061.4,,,
CGR0078,D08,RPA0008,GER,75.9,20.0,22.8,15.0,35.0,50.0,50.0,1138.5,,,
CGR0123,E08,RPA0008,GER,154.7,20.0,21.7,7.0,43.0,50.0,50.0,1082.9,,,
CAR0351,F08,RPA0008,USA,78.8,20.0,23.6,15.0,35.0,50.0,50.0,1182.0,,,
CFR0202,G08,RPA0008,FRA,161.6,20.0,19.4,6.0,44.0,50.0,50.0,969.6,,,
CFR0387,H08,RPA0008,FRA,56.2,20.0,20.2,18.0,32.0,50.0,50.0,1011.6,,,
CGR0388,A09,RPA0008,GER,1114.1,20.0,44.6,2.0,48.0,50.0,50.0,2228.2,,,
CGR0466,B09,RPA0008,GER,261.1,20.0,20.9,4.0,46.0,50.0,50.0,1044.4,,,
CGR0431,C09,RPA0008,GER,104,20.0,20.8,10.0,40.0,50.0,50.0,1040.0,,,
CFR0031,D09,RPA0008,FRA,64.8,20.0,20.7,16.0,34.0,50.0,50.0,1036.8,,,
CFR0204,E09,RPA0008,FRA,152.7,20.0,21.4,7.0,43.0,50.0,50.0,1068.9,,,
blank,F09,RPA0008,BLANK,4.5,20.0,2.3,25.0,25.0,50.0,50.0,112.5,,,
CAR0938,G09,RPA0008,USA,77.1,20.0,23.1,15.0,35.0,50.0,50.0,1156.5,,,
CFR0320,H09,RPA0008,FRA,44.8,20.0,20.6,23.0,27.0,50.0,50.0,1030.4,,,
CGR0050,A10,RPA0008,GER,225.9,20.0,18.1,4.0,46.0,50.0,50.0,903.6,,,
CGR0097,B10,RPA0008,GER,212.4,20.0,21.2,5.0,45.0,50.0,50.0,1062.0,,,
CGR0079,C10,RPA0008,GER,18.6,20.0,9.3,25.0,25.0,50.0,50.0,465.0,,,
CFR0301,D10,RPA0008,FRA,327.4,20.0,19.6,3.0,47.0,50.0,50.0,982.2,,,
CGR0275,E10,RPA0008,GER,90.3,20.0,18.1,10.0,40.0,50.0,50.0,903.0,,,
CFR0012,F10,RPA0008,FRA,61,20.0,19.5,16.0,34.0,50.0,50.0,976.0,,,
CFR0304,G10,RPA0008,FRA,130.3,20.0,20.8,8.0,42.0,50.0,50.0,1042.4,,,
CAR0325,H10,RPA0008,USA,303.7,20.0,18.2,3.0,47.0,50.0,50.0,911.1,,,
CGR0126,A11,RPA0008,GER,280.7,20.0,16.8,3.0,47.0,50.0,50.0,842.1,,,
CGR0049,B11,RPA0008,GER,60.5,20.0,20.6,17.0,33.0,50.0,50.0,1028.5,,,
CGR0044,C11,RPA0008,GER,89.2,20.0,17.8,10.0,40.0,50.0,50.0,892.0,,,
blank,D11,RPA0008,BLANK,2.6,20.0,1.3,25.0,25.0,50.0,50.0,65.0,,,
CAR0545,E11,RPA0008,USA,176.3,20.0,21.2,6.0,44.0,50.0,50.0,1057.8,,,
CGR0087,F11,RPA0008,GER,108.3,20.0,21.7,10.0,40.0,50.0,50.0,1083.0,,,
CFR0080,G11,RPA0008,FRA,16.1,20.0,8.1,25.0,25.0,50.0,50.0,402.5,,,
CAR0343,H11,RPA0008,USA,82.9,20.0,16.6,10.0,40.0,50.0,50.0,829.0,,,
CAR0945,A12,RPA0008,USA,201.2,20.0,20.0,5.0,45.0,50.0,50.0,1000.0,,,
CAR0830,B12,RPA0008,USA,113.9,20.0,20.5,9.0,41.0,50.0,50.0,1025.1,,,
CAR0854,C12,RPA0008,USA,376,20.0,15.0,2.0,48.0,50.0,50.0,752.0,,,
CFR0098,D12,RPA0008,FRA,77.4,20.0,23.2,15.0,35.0,50.0,50.0,1161.0,,,
CGR0015,E12,RPA0008,GER,69.1,20.0,20.7,15.0,35.0,50.0,50.0,1036.5,,,
DEPC,F12,RPA0008,DEPC,2.6,20.0,1.3,25.0,25.0,50.0,50.0,65.0,,,
CFR0335,G12,RPA0008,FRA,93.8,20.0,18.8,10.0,40.0,50.0,50.0,938.0,,,
CGR0085,H12,RPA0008,GER,149.8,20.0,21.0,7.0,43.0,50.0,50.0,1048.6,,,
CGR0442,A01,RPA0009,GER,169.8,20.0,20.4,6.0,44.0,50.0,50.0,1018.8,,,
CFR0194,B01,RPA0009,FRA,160.5,20.0,19.3,6.0,44.0,50.0,50.0,963.0,,,
CFR0093,C01,RPA0009,FRA,354.1,20.0,21.2,3.0,47.0,50.0,50.0,1062.3,,,
CFR0171,D01,RPA0009,FRA,37.6,20.0,18.8,25.0,25.0,50.0,50.0,940.0,,,
CFR0094,E01,RPA0009,FRA,37,20.0,18.5,25.0,25.0,50.0,50.0,925.0,,,
CGR0089,F01,RPA0009,GER,126.5,20.0,20.2,8.0,42.0,50.0,50.0,1012.0,,,
CFR0189,G01,RPA0009,FRA,27.2,20.0,13.6,25.0,25.0,50.0,50.0,680.0,,,
CFR0410,H01,RPA0009,FRA,41.4,20.0,19.9,24.0,26.0,50.0,50.0,993.6,,,
CFR0284,A02,RPA0009,FRA,171.1,20.0,20.5,6.0,44.0,50.0,50.0,1026.6,,,
CAR0710,B02,RPA0009,USA,118.3,20.0,21.3,9.0,41.0,50.0,50.0,1064.7,,,
CFR0133,C02,RPA0009,FRA,310.7,20.0,18.6,3.0,47.0,50.0,50.0,932.1,,,
CFR0241,D02,RPA0009,FRA,244.1,20.0,19.5,4.0,46.0,50.0,50.0,976.4,,,
CFR0212,E02,RPA0009,FRA,57.2,20.0,20.6,18.0,32.0,50.0,50.0,1029.6,,,
CFR0464,F02,RPA0009,FRA,445.3,20.0,17.8,2.0,48.0,50.0,50.0,890.6,,,
CAR0944,G02,RPA0009,USA,279.5,20.0,16.8,3.0,47.0,50.0,50.0,838.5,,,
CFR0329,H02,RPA0009,FRA,234.9,20.0,18.8,4.0,46.0,50.0,50.0,939.6,,,
CFR0282,A03,RPA0009,FRA,123,20.0,19.7,8.0,42.0,50.0,50.0,984.0,,,
CFR0365,B03,RPA0009,FRA,209.9,20.0,21.0,5.0,45.0,50.0,50.0,1049.5,,,
CFR0286,C03,RPA0009,FRA,42.4,20.0,20.4,24.0,26.0,50.0,50.0,1017.6,,,
blank,D03,RPA0009,BLANK,6.8,20.0,3.4,25.0,25.0,50.0,50.0,170.0,,,
CAR0423,E03,RPA0009,USA,196.7,20.0,19.7,5.0,45.0,50.0,50.0,983.5,,,
CGR0446,F03,RPA0009,GER,82,20.0,16.4,10.0,40.0,50.0,50.0,820.0,,,
CGR0376,G03,RPA0009,GER,275.2,20.0,16.5,3.0,47.0,50.0,50.0,825.6,,,
CGR0374,H03,RPA0009,GER,122.8,20.0,19.6,8.0,42.0,50.0,50.0,982.4,,,
CGR0013,A04,RPA0009,GER,93.7,20.0,18.7,10.0,40.0,50.0,50.0,937.0,,,
CAR0408,B04,RPA0009,USA,18.5,20.0,9.3,25.0,25.0,50.0,50.0,462.5,,,
EB,C04,RPA0009,EB,3.8,20.0,1.9,25.0,25.0,50.0,50.0,95.0,,,
CGR0014,D04,RPA0009,GER,161.3,20.0,19.4,6.0,44.0,50.0,50.0,967.8,,,
CAR0723,E04,RPA0009,USA,36.2,20.0,18.1,25.0,25.0,50.0,50.0,905.0,,,
CFR0444,F04,RPA0009,FRA,7.2,20.0,3.6,25.0,25.0,50.0,50.0,180.0,,,
CFR0155,G04,RPA0009,FRA,76.4,20.0,22.9,15.0,35.0,50.0,50.0,1146.0,,,
CFR0262,H04,RPA0009,FRA,122.3,20.0,19.6,8.0,42.0,50.0,50.0,978.4,,,
CFR0478,A05,RPA0009,FRA,16.9,20.0,8.5,25.0,25.0,50.0,50.0,422.5,,,
CFR0271,B05,RPA0009,FRA,136.8,20.0,21.9,8.0,42.0,50.0,50.0,1094.4,,,
CGR0366,C05,RPA0009,GER,290.8,20.0,17.4,3.0,47.0,50.0,50.0,872.4,,,
CFR0342,D05,RPA0009,FRA,127.9,20.0,20.5,8.0,42.0,50.0,50.0,1023.2,,,
CGR0055,E05,RPA0009,GER,123.6,20.0,19.8,8.0,42.0,50.0,50.0,988.8,,,
CFR0249,F05,RPA0009,FRA,117.8,20.0,21.2,9.0,41.0,50.0,50.0,1060.2,,,
CGR0397,G05,RPA0009,GER,469.5,20.0,18.8,2.0,48.0,50.0,50.0,939.0,,,
CFR0264,H05,RPA0009,FRA,316.3,20.0,19.0,3.0,47.0,50.0,50.0,948.9,,,
CGR0091,A06,RPA0009,GER,164.8,20.0,19.8,6.0,44.0,50.0,50.0,988.8,,,
CGR0100,B06,RPA0009,GER,1035.5,20.0,41.4,2.0,48.0,50.0,50.0,2071.0,,,
CGR0045,C06,RPA0009,GER,129,20.0,20.6,8.0,42.0,50.0,50.0,1032.0,,,
CAR0822,D06,RPA0009,USA,164.8,20.0,19.8,6.0,44.0,50.0,50.0,988.8,,,
CGR0032,E06,RPA0009,GER,144.9,20.0,20.3,7.0,43.0,50.0,50.0,1014.3,,,
CGR0249,F06,RPA0009,GER,286.7,20.0,17.2,3.0,47.0,50.0,50.0,860.1,,,
CAR0888,G06,RPA0009,USA,87.8,20.0,17.6,10.0,40.0,50.0,50.0,878.0,,,
DEPC,H06,RPA0009,DEPC,1.4,20.0,0.7,25.0,25.0,50.0,50.0,35.0,,,
CFR0113,A07,RPA0009,FRA,112.3,20.0,20.2,9.0,41.0,50.0,50.0,1010.7,,,
CGR0414,B07,RPA0009,GER,171.4,20.0,20.6,6.0,44.0,50.0,50.0,1028.4,,,
CFR0123,C07,RPA0009,FRA,131.6,20.0,21.1,8.0,42.0,50.0,50.0,1052.8,,,
CFR0385,D07,RPA0009,FRA,75.1,20.0,22.5,15.0,35.0,50.0,50.0,1126.5,,,
CAR0926,E07,RPA0009,USA,184.4,20.0,18.4,5.0,45.0,50.0,50.0,922.0,,,
CAR0947,F07,RPA0009,USA,205.3,20.0,20.5,5.0,45.0,50.0,50.0,1026.5,,,
CGR0038,G07,RPA0009,GER,118.4,20.0,21.3,9.0,41.0,50.0,50.0,1065.6,,,
CAR0457,H07,RPA0009,USA,14.6,20.0,7.3,25.0,25.0,50.0,50.0,365.0,,,
CAR0722,A08,RPA0009,USA,79.8,20.0,23.9,15.0,35.0,50.0,50.0,1197.0,,,
CGR0381,B08,RPA0009,GER,275.4,20.0,16.5,3.0,47.0,50.0,50.0,826.2,,,
CGR0077,C08,RPA0009,GER,21.6,20.0,10.8,25.0,25.0,50.0,50.0,540.0,,,
CAR0831,D08,RPA0009,USA,130,20.0,20.8,8.0,42.0,50.0,50.0,1040.0,,,
CGR0245,E08,RPA0009,GER,380.2,20.0,15.2,2.0,48.0,50.0,50.0,760.4,,,
CGR0383,F08,RPA0009,GER,324.3,20.0,19.5,3.0,47.0,50.0,50.0,972.9,,,
CFR0423,G08,RPA0009,FRA,460,20.0,18.4,2.0,48.0,50.0,50.0,920.0,,,
CGR0274,H08,RPA0009,GER,172.6,20.0,20.7,6.0,44.0,50.0,50.0,1035.6,,,
CGR0037,A09,RPA0009,GER,243.4,20.0,19.5,4.0,46.0,50.0,50.0,973.6,,,
CGR0051,B09,RPA0009,GER,93.9,20.0,18.8,10.0,40.0,50.0,50.0,939.0,,,
CAR0709,C09,RPA0009,USA,123.9,20.0,19.8,8.0,42.0,50.0,50.0,991.2,,,
CAR0678,D09,RPA0009,USA,34.8,20.0,17.4,25.0,25.0,50.0,50.0,870.0,,,
CGR0452,E09,RPA0009,GER,255.5,20.0,20.4,4.0,46.0,50.0,50.0,1022.0,,,
CGR0415,F09,RPA0009,GER,236.1,20.0,18.9,4.0,46.0,50.0,50.0,944.4,,,
CAR0459,G09,RPA0009,USA,123.4,20.0,19.7,8.0,42.0,50.0,50.0,987.2,,,
CAR0795,H09,RPA0009,USA,154.3,20.0,21.6,7.0,43.0,50.0,50.0,1080.1,,,
CGR0378,A10,RPA0009,GER,171.3,20.0,20.6,6.0,44.0,50.0,50.0,1027.8,,,
CAR0693,B10,RPA0009,USA,81,20.0,16.2,10.0,40.0,50.0,50.0,810.0,,,
CFR0260,C10,RPA0009,FRA,101,20.0,20.2,10.0,40.0,50.0,50.0,1010.0,,,
CFR0050,D10,RPA0009,FRA,177.7,20.0,21.3,6.0,44.0,50.0,50.0,1066.2,,,
CFR0135,E10,RPA0009,FRA,439.3,20.0,17.6,2.0,48.0,50.0,50.0,878.6,,,
CGR0069,F10,RPA0009,GER,86.8,20.0,17.4,10.0,40.0,50.0,50.0,868.0,,,
CFR0412,G10,RPA0009,FRA,87.4,20.0,17.5,10.0,40.0,50.0,50.0,874.0,,,
CFR0338,H10,RPA0009,FRA,173.3,20.0,20.8,6.0,44.0,50.0,50.0,1039.8,,,
CAR0667,A11,RPA0009,USA,281.2,20.0,16.9,3.0,47.0,50.0,50.0,843.6,,,
CFR0480,B11,RPA0009,FRA,258.5,20.0,20.7,4.0,46.0,50.0,50.0,1034.0,,,
CGR0030,C11,RPA0009,GER,55.2,20.0,21.0,19.0,31.0,50.0,50.0,1048.8,,,
CAR0750,D11,RPA0009,USA,298.2,20.0,17.9,3.0,47.0,50.0,50.0,894.6,,,
CGR0031,E11,RPA0009,GER,98.3,20.0,19.7,10.0,40.0,50.0,50.0,983.0,,,
CGR0018,F11,RPA0009,GER,196.2,20.0,19.6,5.0,45.0,50.0,50.0,981.0,,,
CGR0048,G11,RPA0009,GER,68.7,20.0,20.6,15.0,35.0,50.0,50.0,1030.5,,,
CGR0017,H11,RPA0009,GER,101.2,20.0,20.2,10.0,40.0,50.0,50.0,1012.0,,,
CAR0512,A12,RPA0009,USA,84.2,20.0,16.8,10.0,40.0,50.0,50.0,842.0,,,
CFR0015,B12,RPA0009,FRA,65.2,20.0,19.6,15.0,35.0,50.0,50.0,978.0,,,
CFR0380,C12,RPA0009,FRA,650.4,20.0,26.0,2.0,48.0,50.0,50.0,1300.8,,,
blank,D12,RPA0009,BLANK,5.4,20.0,2.7,25.0,25.0,50.0,50.0,135.0,,,
CGR0020,E12,RPA0009,GER,54.4,20.0,20.7,19.0,31.0,50.0,50.0,1033.6,,,
CFR0009,F12,RPA0009,FRA,53.1,20.0,20.2,19.0,31.0,50.0,50.0,1008.9,,,
CGR0035,G12,RPA0009,GER,172.7,20.0,20.7,6.0,44.0,50.0,50.0,1036.2,,,
CGR0039,H12,RPA0009,GER,141.2,20.0,19.8,7.0,43.0,50.0,50.0,988.4,,,
CFR0310,A01,RPA0010,FRA,45.7,20.0,20.1,22.0,28.0,50.0,50.0,1005.4,,,
CGR0358,B01,RPA0010,GER,66.4,20.0,19.9,15.0,35.0,50.0,50.0,996.0,,,
CFR0217,C01,RPA0010,FRA,34,20.0,17.0,25.0,25.0,50.0,50.0,850.0,,,
CAR0811,D01,RPA0010,USA,103.8,20.0,20.8,10.0,40.0,50.0,50.0,1038.0,,,
CGR0152,E01,RPA0010,GER,268.7,20.0,21.5,4.0,46.0,50.0,50.0,1074.8,,,
CAR0891,F01,RPA0010,USA,149.8,20.0,21.0,7.0,43.0,50.0,50.0,1048.6,,,
CFR0268,G01,RPA0010,FRA,2.9,20.0,1.5,25.0,25.0,50.0,50.0,72.5,,,
CGR0147,H01,RPA0010,GER,178.5,20.0,21.4,6.0,44.0,50.0,50.0,1071.0,,,
CAR0692,A02,RPA0010,USA,97.9,20.0,19.6,10.0,40.0,50.0,50.0,979.0,,,
blank,B02,RPA0010,BLANK,5.6,20.0,2.8,25.0,25.0,50.0,50.0,140.0,,,
CFR0426,C02,RPA0010,FRA,265.3,20.0,21.2,4.0,46.0,50.0,50.0,1061.2,,,
CAR0923,D02,RPA0010,USA,286.6,20.0,17.2,3.0,47.0,50.0,50.0,859.8,,,
CAR0380,E02,RPA0010,USA,144.7,20.0,20.3,7.0,43.0,50.0,50.0,1012.9,,,
CGR0354,F02,RPA0010,GER,135.8,20.0,21.7,8.0,42.0,50.0,50.0,1086.4,,,
CFR0072,G02,RPA0010,FRA,24,20.0,12.0,25.0,25.0,50.0,50.0,600.0,,,
CGR0445,H02,RPA0010,GER,124,20.0,19.8,8.0,42.0,50.0,50.0,992.0,,,
CGR0337,A03,RPA0010,GER,166.1,20.0,20.0,6.0,44.0,50.0,50.0,1000.0,,,
CAR0924,B03,RPA0010,USA,415.4,20.0,16.6,2.0,48.0,50.0,50.0,830.8,,,
CFR0386,C03,RPA0010,FRA,48.8,20.0,19.5,20.0,30.0,50.0,50.0,976.0,,,
CGR0024,D03,RPA0010,GER,129.3,20.0,20.7,8.0,42.0,50.0,50.0,1034.4,,,
CGR0127,E03,RPA0010,GER,177.1,20.0,21.3,6.0,44.0,50.0,50.0,1062.6,,,
CFR0225,F03,RPA0010,FRA,106.5,20.0,21.3,10.0,40.0,50.0,50.0,1065.0,,,
CGR0121,G03,RPA0010,GER,281.2,20.0,16.9,3.0,47.0,50.0,50.0,843.6,,,
CAR0907,H03,RPA0010,USA,382.6,20.0,15.3,2.0,48.0,50.0,50.0,765.2,,,
CGR0112,A04,RPA0010,GER,275.2,20.0,16.5,3.0,47.0,50.0,50.0,825.6,,,
CFR0307,B04,RPA0010,FRA,54.1,20.0,20.6,19.0,31.0,50.0,50.0,1027.9,,,
CFR0193,C04,RPA0010,FRA,114.2,20.0,20.6,9.0,41.0,50.0,50.0,1027.8,,,
CAR0417,D04,RPA0010,USA,78.1,20.0,23.4,15.0,35.0,50.0,50.0,1171.5,,,
CFR0445,E04,RPA0010,FRA,220.1,20.0,17.6,4.0,46.0,50.0,50.0,880.4,,,
CGR0333,F04,RPA0010,GER,138.8,20.0,19.4,7.0,43.0,50.0,50.0,971.6,,,
CAR0819,G04,RPA0010,USA,90,20.0,18.0,10.0,40.0,50.0,50.0,900.0,,,
CFR0401,H04,RPA0010,FRA,23.3,20.0,11.7,25.0,25.0,50.0,50.0,582.5,,,
CGR0387,A05,RPA0010,GER,658.1,20.0,26.3,2.0,48.0,50.0,50.0,1316.2,,,
CFR0062,B05,RPA0010,FRA,170.2,20.0,20.4,6.0,44.0,50.0,50.0,1021.2,,,
CFR0317,C05,RPA0010,FRA,171.8,20.0,20.6,6.0,44.0,50.0,50.0,1030.8,,,
DEPC,D05,RPA0010,DEPC,4.1,20.0,2.1,25.0,25.0,50.0,50.0,102.5,,,
CAR0905,E05,RPA0010,USA,260,20.0,20.8,4.0,46.0,50.0,50.0,1040.0,,,
CFR0076,F05,RPA0010,FRA,8.5,20.0,4.3,25.0,25.0,50.0,50.0,212.5,,,
CGR0054,G05,RPA0010,GER,113.3,20.0,20.4,9.0,41.0,50.0,50.0,1019.7,,,
CGR0130,H05,RPA0010,GER,308.8,20.0,18.5,3.0,47.0,50.0,50.0,926.4,,,
CFR0218,A06,RPA0010,FRA,26.2,20.0,13.1,25.0,25.0,50.0,50.0,655.0,,,
CFR0250,B06,RPA0010,FRA,173.2,20.0,20.8,6.0,44.0,50.0,50.0,1039.2,,,
CAR0799,C06,RPA0010,USA,204.9,20.0,20.5,5.0,45.0,50.0,50.0,1024.5,,,
CGR0321,D06,RPA0010,GER,152.1,20.0,21.3,7.0,43.0,50.0,50.0,1064.7,,,
CGR0106,E06,RPA0010,GER,50.9,20.0,20.4,20.0,30.0,50.0,50.0,1018.0,,,
CAR0749,F06,RPA0010,USA,145.4,20.0,20.4,7.0,43.0,50.0,50.0,1017.8,,,
CFR0025,G06,RPA0010,FRA,5.1,20.0,2.6,25.0,25.0,50.0,50.0,127.5,,,
CFR0090,H06,RPA0010,FRA,57.6,20.0,20.7,18.0,32.0,50.0,50.0,1036.8,,,
CAR0782,A07,RPA0010,USA,228.6,20.0,18.3,4.0,46.0,50.0,50.0,914.4,,,
CAR0758,B07,RPA0010,USA,432.4,20.0,17.3,2.0,48.0,50.0,50.0,864.8,,,
CAR0956,C07,RPA0010,USA,360.3,20.0,21.6,3.0,47.0,50.0,50.0,1080.9,,,
CFR0424,D07,RPA0010,FRA,206.9,20.0,20.7,5.0,45.0,50.0,50.0,1034.5,,,
CGR0335,E07,RPA0010,GER,329,20.0,20.0,3.0,47.0,50.0,50.0,1000.0,,,
